names,date_x,score,genre,overview,crew,orig_title,status,orig_lang,budget_x,revenue,country
The African Queen,02/20/1952 ,74.0,"Adventure, Romance","At the start of the First World War, in the middle of Africa’s nowhere, a gin soaked riverboat captain is persuaded by a strong-willed missionary to go down river and face-off a German warship.","Humphrey Bogart, Charlie Allnut, Katharine Hepburn, Rose Sayer, Robert Morley, The Brother, Peter Bull, Captain of Louisa, Theodore Bikel, First Officer, Walter Gotell, Second Officer, Peter Swanwick, First Officer of Shona, Richard Marner, Second Officer of Shona",The African Queen, Released, English,1000000.0,10750000.0,US
Creep,01/28/2005 ,59.0,"Horror, Thriller, Mystery","Trapped in a London subway station, a woman who's being pursued by a potential attacker heads into the unknown labyrinth of tunnels beneath the city's streets","Franka Potente, Kate, Sean Harris, Craig, Vas Blackwood, George, Ken Campbell, Arthur, Jeremy Sheffield, Guy, Paul Rattray, Jimmy, Kelly Scott, Mandy, Strapper, Ray The Dog, Kathryn Gilfeather, Woman",Creep, Released, English,139000000.0,405888913.2,GB
Cabin Fever,02/12/2016 ,47.0,Horror,"In this grisly remake of the 2002 horror hit, five college chums rent an isolated woodland cabin for a party. But their fun quickly ends when the group is exposed to a hideous flesh-eating virus, and survival becomes the name of the game.","Eli Roth, , Teresa Decher, Emily, Samuel Davis, Paul, Nadine Crocker, Marcy, Dustin Ingram, Bert, Richard G. Boron, Hazmat, Gage Golightly, Karen, Tim Zajaros, Connor / Grim, Matthew Daddario, Jeff",Cabin Fever, Released, English,1500000.0,30351664.0,US
The Banker,03/20/2020 ,76.0,Drama,"In the 1960s, two entrepreneurs hatch an ingenious business plan to fight for housing integration—and equal access to the American Dream.","Anthony Mackie, Bernard Garrett, Samuel L. Jackson, Joe Morris, Nicholas Hoult, Matt Steiner, Nia Long, Eunice Garrett, Jessie T. Usher, Tony Jackson, Colm Meaney, Patrick Barker, Paul Ben-Victor, Donald Silverthorne, James DuMont, Senator McClellan, Taylor Black, Susie",The Banker, Released, English,11000000.0,2990000.0,AU
Jurassic World,06/11/2015 ,67.0,"Action, Adventure, Science Fiction, Thriller","Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.","Chris Pratt, Owen Grady, Bryce Dallas Howard, Claire Dearing, Ty Simpkins, Gray Mitchell, Nick Robinson, Zach Mitchell, Vincent D'Onofrio, Vic Hoskins, BD Wong, Dr. Henry Wu, Omar Sy, Barry Sembène, Jake Johnson, Lowery Cruthers, Irrfan Khan, Simon Masrani",Jurassic World, Released, English,215000000.0,1669963641.0,AU
Stepmom's Desire,05/29/2020 ,63.0,"Drama, Romance","Sang-jin, who was envious of her neighbor after getting a beautiful wife, Ask your wife's friend Gian to take over the son's extracurricular teacher, Sang-jin, who left work early, accidentally sees Gian's shower. A man who wants to have sex with his son's tutor, And a son who wants to have a good time with a young stepmom, Ji-an and Jin-hee, who want money, are disappointed with her husband, and Bin-jin gives her body to a young son.","Lee Soo, , Tae Hee, , James, , Jung In, ", 새엄마의 욕망, Released, Korean,120000000.0,303727772.6,KR
The Escort,06/15/2015 ,60.0,"Drama, Comedy, Romance","Desperate for a good story, a sex-addicted journalist throws himself into the world of high-class escorts when he starts following a Stanford-educated prostitute.","Lyndsy Fonseca, Natalie, Michael Doneger, Mitch, Tommy Dewey, JP, Bruce Campbell, Charles, Rachel Resheff, Emily, Rumer Willis, Dana, Benita Robledo, Allie, Sonya Walger, Samantha, Juan Carlos Cantu, Junior",The Escort, Released, English,158000000.0,315279503.4,US
Я хочу! Я буду!,04/06/2023 ,0.0,"Comedy, Romance",We don't have an overview translated in English. Help us expand our database by adding one.,"Ekaterina Guseva, , Valentina Lyapina, , Stanislav Duzhnikov, , Andrey Nesterenko, , Igor Jijikine, , Антон Лаврентьев, , Aleksey Chumakov, , Sergey Dyakov, ",Я хочу! Я буду!, Released, Russian,264940000.0,178359863.0,RU
The Temptation Came at Stormy Night,08/09/2016 ,40.0,"Drama, Mystery","Romantic fantasy about the ruckus that ensues after a mother and daughter switch bodies. Director Imaoka Shinji wrote the script for The Drudgery Train and has worked on numerous erotic films. Housewife Suda Sawako (Takaki Mio) is dissatisfied with her husband Kenzo (Haruta Junichi). Meanwhile, her daughter Yasuko (Ishikawa Yumi) is going out with Kitamura Mitsuru (Nagaoka Tasuku), a struggling musician. When Sawako visits Yasuko's apartment one day, her built-up frustrations explode and she gets into a physical altercation with her daughter.","Jun'ichi Haruta, Kenzo, Yumi Ishikawa, Suda Yasuko, Junko Maru, , Takuya Matsunaga, , Tasuku Nagaoka, Kitamura Mitsuru, Mio Takaki, Suda Sawako", 誘惑は嵐の夜に, Released, Japanese,118800000.0,836011985.4,JP
A Haunted House 2,04/18/2014 ,61.0,"Comedy, Horror","After exorcising the demons of his ex-, Malcolm starts afresh with his new girlfriend and her two children. After moving into their dream home, Malcolm is once again plagued by bizarre paranormal events.","Marlon Wayans, Malcolm, Jaime Pressly, Megan, Essence Atkins, Kisha, Gabriel Iglesias, Miguel, Missi Pyle, Noreen, Ashley Rickards, Becky, Affion Crockett, Ray- Ray, Steele Stebbins, Wyatt, Rick Overton, Professor Wilde",A Haunted House 2, Released, English,4000000.0,21206861.0,US
Pinocchio 3000,07/29/2005 ,44.0,"Animation, Family, Fantasy, Science Fiction","This is the story of a little robot known as Pinocchio 3000 whose greatest wish is to become a real boy. The year is 3000. Geppetto, with the help of his faithful assistant, Spencer the cyber penguin, and by the holographic fairy Cyberina, creates Pinocchio, a prototype superrobot equipped for emotions. But before he can be given a heart and become a real boy, Cyberina insists that Pinocchio learn the difference between right and wrong.","Malcolm McDowell, Scamboli (voice), Sonja Ball, Pinocchio (voice), Howard Ryshpan, Geppetto (voice), Whoopi Goldberg, Cyberina (voice), Howie Mandel, Spencer (voice), James Harbour, Zack (voice), Ellen David, House (voice), Terrence Scammell, Scambocop (voice), Sarah-Jeanne Labrosse, Cynthia (voice)",Pinocchio 3000, Released, English,148300000.0,872737414.6,CA
솔라 플라워,04/06/2023 ,0.0,Romance,We don't have an overview translated in English. Help us expand our database by adding one.,"Oh Sung-hyun, , Seo Ji-hee, ",솔라 플라워, Released, Korean,181600000.0,175269998.8,KR
Bound by Honor,02/05/1993 ,81.0,"Crime, Action, Drama, Thriller","Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.","Damian Chapa, Miklo, Jesse Borrego, Cruz, Benjamin Bratt, Paco, Enrique Castillo, Montana, Victor Rivers, Magic Mike, Delroy Lindo, Bonafide, Tom Towles, Red Ryder, Carlos Carrasco, Popeye, Teddy Wilson, Wallace",Bound by Honor, Released, English,35000000.0,4496583.0,US
The Princess Diaries 2: Royal Engagement,10/15/2004 ,67.0,"Comedy, Drama, Family, Romance","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...","Anne Hathaway, Mia Thermopolis, Julie Andrews, Queen Clarisse Renaldi, Hector Elizondo, Joe, John Rhys-Davies, Viscount Mabrey, Heather Matarazzo, Lilly Moscovitz, Chris Pine, Nicholas Devereaux, Callum Blue, Andrew Jacoby, Larry Miller, Paolo, Raven-Symoné, Asana",The Princess Diaries 2: Royal Engagement, Released, English,45000000.0,134713435.0,AU
Season of the Witch,01/07/2011 ,54.0,"Adventure, Fantasy, Action","A 14th century Crusader returns with his comrade to a homeland devastated by the Black Plague. The Church commands the two knights to transport a witch to a remote abbey, where monks will perform a ritual in hopes of ending the pestilence.","Nicolas Cage, Behman, Ron Perlman, Felson, Ulrich Thomsen, Eckhardt, Christopher Lee, Cardinal D'Ambroise, Fernanda Dorogi, Givaudon, Stephen Graham, Hagamar, Rebekah Kennedy, Peasant Trurk Girl, Matt Devere, Sergeant in Arms, Robert Sheehan, Kay",Season of the Witch, Released, English,40000000.0,91126600.0,US
Children of the Living Dead,06/11/2001 ,34.0,Horror,"Starting a new life in a quiet Pennsylvania town, Matthew Michaels only thought is to turn an old farm property into a profitable car dealership. He soon discovers that beneath the gentle surface, this small town is anything but calm and peaceful.  Firstly, he learns that his new property is located on the site of a graveyard, which all the townsfolk regard as an evil place that must never be visited.  He then discovers that years earlier the town had suffered an infestation of the living dead ...zombies who prey on human flesh. One zombie, the infamous Abbot Hayes, escaped destruction.  As the construction team begin degging, they unleash the thing the townsfolk fear the most, the wrath of Abbot Hayes and the awakening of ... The Children of the Living Dead.","Tom Savini, Deputy Hughs, Damien Luvara, Matthew Micheals, Jamie McCoy, Laurie Danesi, Sam Nicotero, Dusty, Heidi Hinzman, Candy Danesi, Tom Stoviak, Gregg Peters, A. Barrett Worland, Abbott Hayes, Martin Schiff, Deputy Randolph, Philip Bower, Joseph Michaels",Children of the Living Dead, Released, English,500000.0,1240261.6,US
Jamon Jamon,09/03/1992 ,63.0,"Comedy, Drama, Romance","Jose Luis is an executive at his parents underwear factory where his girlfriend Sylvia works on the shop floor. When Sylvia becomes pregnant, Jose Luis promises her that he will marry her, most likely against the wishes of his parents. Jose Luis' mother is determined to break her son's engagement to a girl from a lower-class family, and hires Raul, a potential underwear model and would-be bullfighter to seduce Sylvia.","Javier Bardem, Raúl, Penélope Cruz, Silvia, Jordi Mollà, José Luis, Stefania Sandrelli, Mère de José Luis, Tomás Martín, Tomas, Anna Galiena, Mère de Silvia, Juan Diego, Père de José Luis, Armando del Río, José Luis, Diana Sassen, Amiga Silvia"," Jamón, jamón", Released," Spanish, Castilian",100760000.0,558095583.4,ES
Attraction,04/22/2001 ,71.0,"Thriller, Romance",A writer/radio advice show host fails to heed his own advice as he stalks his ex-girlfriend and then becomes involved with an actress friend of hers.,"Matthew Settle, Matthew, Tom Everett Scott, Garrett, Gretchen Mol, Liz, Samantha Mathis, Corey, Josh Hutchinson, Sammy, Michelle Stafford, Suzanne, Hilda van der Meulen, Ethel, Cee Cee Michaela, Cee Cee, Joel Polis, William",Attraction, Released, English,196200000.0,428915824.0,US
Nightride,03/04/2022 ,66.0,"Thriller, Drama","In this single shot thriller, we're in the driver's seat with small-time dealer Budge as he tries to pull one last deal with cash borrowed from a dangerous loan shark. When the handover goes catastrophically wrong, Budge finds himself in a race against time to find his missing product and get a new buyer before the loan shark tracks him down.","Moe Dunford, Budge, Joana Ribeiro, Sofia, Gerard Jordan, Troy, Ciaran Flynn, Scholar, John Travers, Lefty (voice), Stephen Rea, Joe (voice), Andrew Simpson, Felix (voice), Ellie O'Halloran, Cuz (voice), Aaron McCusker, Ringo (voice)",Nightride, Released, English,52400000.0,294007250.2,US
Dragon Quest: Your Story,08/02/2019 ,68.0,"Animation, Adventure, Comedy, Fantasy, Action, Family",Luca follows in his father's footsteps to rescue his mother from evil Ladja. Finding the heavenly hero who wields the Zenithian sword is his only hope.,"Takeru Satoh, Luka (voice), Kasumi Arimura, Bianca (voice), Haru, Flora (voice), Kentaro Sakaguchi, Prince Harry (voice), Takayuki Yamada, Pankraz (voice), Kendo Kobayashi, Sancho (voice), Ken Yasuda, Pusan (voice), Suzuki Matsuo, Ludman (voice), Koichi Yamadera, Surarin (voice)", ドラゴンクエスト ユア・ストーリー, Released, Japanese,94400000.0,408556335.6,JP
Phineas and Ferb: The Movie: Across the 2nd Dimension,08/29/2011 ,69.0,"Animation, Comedy, Family, TV Movie, Adventure, Science Fiction","Phineas and Ferb get trapped in an alternate dimension where the evil Doofenshmirtz rules the tri-state area. They must find a way back home with the help of their pet platypus named Perry, who they discover is a secret agent.","Vincent Martella, Phineas Flynn / Phineas-2 (voice), Thomas Brodie-Sangster, Ferb Fletcher (voice), Dee Bradley Baker, Perry the Platypus / Platyborg / Additional Voices (voice), Ashley Tisdale, Candace Flynn / Candace-2 (voice), Dan Povenmire, Dr. Heinz Doofenshmirtz / Doof-2 / Additional Voices (voice), Richard O'Brien, Lawrence Fletcher / Lawrence-2 (voice), Jeff 'Swampy' Marsh, Major Francis Monogram / Monogram-2 (voice), Alyson Stoner, Isabella Garcia-Shapiro / Isabella-2 (voice), Maulik Pancholy, Baljeet Rai / Baljeet-2 / Additional Voices (voice)",Phineas and Ferb: The Movie: Across the 2nd Dimension, Released, English,113000000.0,424831011.2,AU
The Gospel of John,09/11/2003 ,77.0,"Drama, History",A word for word depiction of the life of Jesus Christ from the Good News Translation Bible as recorded in the Gospel of John.,"Christopher Plummer, Narrator (voice), Henry Ian Cusick, Jesus Christ, Stuart Bunce, John, Daniel Kash, Simon Peter, Stephen Russell, Pontius Pilate, Alan van Sprang, Judas Iscariot, Diana Berriman, Virgin Mary, Richard Lintern, Leading Pharisee, Scott Handy, John the Baptist",The Gospel of John, Released, English,11000000.0,4234355.0,US
The Lego Movie,04/03/2014 ,74.0,"Animation, Family, Adventure, Comedy, Fantasy","An ordinary Lego mini-figure, mistakenly thought to be the extraordinary MasterBuilder, is recruited to join a quest to stop an evil Lego tyrant from conquering the universe.","Chris Pratt, Emmet Brickowski (voice), Elizabeth Banks, Wyldstyle / Lucy (voice), Will Ferrell, Lord Business / President Business / The Man Upstairs, Morgan Freeman, Vitruvius (voice), Will Arnett, Batman / Bruce Wayne (voice), Liam Neeson, Bad Cop/Good Cop / Pa Cop (voice), Alison Brie, Unikitty (voice), Nick Offerman, Metal Beard (voice), Charlie Day, Benny (voice)",The Lego Movie, Released, English,60000000.0,468084718.0,AU
Guns Akimbo,02/28/2020 ,65.0,"Comedy, Action","An ordinary guy suddenly finds himself forced to fight a gladiator-like battle for a dark website that streams the violence for viewers. In order to survive and rescue his kidnapped ex-girlfriend, he must battle Nix, a heavily armed and much more experienced fighter.","Daniel Radcliffe, Miles, Samara Weaving, Nix, Natasha Liu Bordizzo, Nova, Ned Dennehy, Riktor, Rhys Darby, Glenjamin, Grant Bowler, Degraves, Edwin Wright, Stanton, Milo Cawthorne, Hadley, Mark Rowley, Dane",Guns Akimbo, Released, English,49000000.0,835102.0,AU
Tarzan & Jane,07/22/2002 ,60.0,"Animation, Family","With the first anniversary of her wedding to Tarzan beckoning, Jane ponders how to make it the perfect English celebration.","Michael T. Weiss, Tarzan (voice), Olivia d'Abo, Jane Porter (voice), Jeff Bennett, Prof. Archimedes Q. Porter (voice), Jim Cummings, Tantor/Merkus (voice), April Winchell, Terk (voice), René Auberjonois, (voice), Grey DeLisle, Greenly (voice), Alexis Denisof, Nigel Taylor (voice), John O'Hurley, Neils (voice)",Tarzan & Jane, Released, English,114000000.0,1002554527.0,US
Basic,05/29/2003 ,65.0,"Action, Drama, Mystery, Thriller, Crime",A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,"John Travolta, DEA Agent Tom Hardy, Connie Nielsen, Capt. Julia Osborne, Samuel L. Jackson, Sgt. Nathan West, Giovanni Ribisi, Levi Kendall, Brian Van Holt, Raymond Dunbar, Dash Mihok, Mueller, Taye Diggs, Jay Pike, Roselyn Sánchez, Nunez, Tim Daly, Col. Bill Styles",Basic, Released, English,50000000.0,42598498.0,AU
Rip Tide,06/10/2017 ,61.0,"Family, Drama","There comes a point in everyone’s life when you have to make a decision about the direction you’re going to take. For newly-18 American fashion model Cora, that time is now. She’s moved to an Australian coastal town to be with her favourite aunt, after a 'fashion faux pas’ back home.","Debby Ryan, Cora, Naomi Sequeira, Chika, Danielle Carter, Sofia, Aaron Jeffery, Owen, Jeremy Lindsay Taylor, Caleb, Marcus Graham, Farriet, Andrew Creer, Tom",Rip Tide, Released, English,3400000.0,92382687.2,AU
Street Mobster,05/06/1972 ,68.0,"Crime, Action, Thriller","After serving time, a defiant street thug is incensed to find his town overrun by two yakuza factions. He gathers his crew and takes them on.","Bunta Sugawara, Isamu Okita, Noboru Andô, Boss Yato, Asao Koike, Kizaki, Hideo Murota, Miyahara, Kyōsuke Machida, Takeo Gunji, Mayumi Nagisa, Kimiyo, Noboru Mitani, Taniguchi, Nobuo Yana, Karasawa, Asao Uchida, Eisaku Owada", 現代やくざ 人斬り与太, Released, Japanese,70440000.0,550779126.2,JP
Blacklight,02/10/2022 ,63.0,"Action, Thriller",Travis Block is a shadowy Government agent who specializes in removing operatives whose covers have been exposed. He then has to uncover a deadly conspiracy within his own ranks that reaches the highest echelons of power.,"Liam Neeson, Travis Block, Emmy Raver-Lampman, Mira Jones, Taylor John Smith, Dusty Crane, Aidan Quinn, Gabriel Robinson, Tim Draxl, Drew Hawthorne, Claire van der Boom, Amanda Block, Michael M. Foster, Police Officer, Yesse Spence, Principal, Todd Levi, Lecturer",Blacklight, Released, English,29000000.0,16017096.0,AU
Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,04/28/2007 ,65.0,"Action, Animation","A film adaptation of the Last Nanto General story arc from the manga, depicting the final battle between Kenshiro and Raoh that led to Kenshiro becoming the successor of Hokuto Shinken. Some events from the manga / anime have been excluded from the story (such as Raoh's fight with Juza) whereas others have been altered or expanded. New content featuring the final battle from Raoh's perspective have been added. This film serves as the follow-up to the first film in the series, which introduced Raoh and Reina's relationship, this time bringing it to a conclusion.","Hiroshi Abe, Kenshiro, Takashi Ukaji, Raoul, Yuriko Ishida, Julia, Ko Shibasaki, Reina", 真救世主伝説 北斗の拳 ラオウ伝 激闘の章, Released, Japanese,82600000.0,307390441.0,JP
Race to Witch Mountain,05/12/2009 ,58.0,"Adventure, Family, Fantasy, Science Fiction, Thriller, Action","A taxi driver gets more than he bargained for when he picks up two teen runaways. Not only does the pair possess supernatural powers, but they're also trying desperately to escape people who have made them their targets.","Dwayne Johnson, Jack Bruno, AnnaSophia Robb, Sara, Alexander Ludwig, Seth, Carla Gugino, Dr. Alex Friedman, Ciarán Hinds, Burke, John Kassir, Chuck, Chris Marquette, Pope, Tom Everett Scott, Matheson, Kim Richards, Tina",Race to Witch Mountain, Released, English,50000000.0,105103784.0,AU
Ri¢hie Ri¢h,12/26/1994 ,59.0,"Comedy, Family","Billionaire heir Richie Rich has it all, including Reggie Jackson as a batting coach and Claudia Schiffer as a personal trainer -- but no playmates. What's more, scoundrel Laurence Van Dough is scheming to take over the family empire. Uh-oh! Enter faithful butler Cadbury to save the day.","Macaulay Culkin, Richie Rich, John Larroquette, Lawrence Van Dough, Edward Herrmann, Richard Rich, Christine Ebersole, Regina Rich, Jonathan Hyde, Herbert Cadbury, Michael Maccarone, Tony, Joel Robinson, Omar, Jonathan Hilario, Pee Wee, Rory Culkin, Young Richie",Ri¢hie Ri¢h, Released, English,40000000.0,38087756.0,AU
Jarhead 2: Field of Fire,08/14/2014 ,64.0,"War, Action","Battle-scarred and disillusioned by the war, Corporal Chris Merrimette is put in charge of a unit whose next mission is to resupply a remote outpost on the edge of Taliban-controlled territory. While driving through the hostile Helmand province, a Navy SEAL flags down their convoy and enlists the unit on an operation of international importance: they must help an Afghan woman famous for her defiance of the Taliban escape the country. Without tanks or air support, Merrimette and his team will need all the courage and firepower they can muster to fight their way across the war-torn country and shepherd the woman to safety.","Josh Kelly, Merrimette, Danielle Savre, Danielle 'Danni' Allen, Cole Hauser, Fox, Ralitsa Paskaleva, Heather, Bokeem Woodbine, Kettner, Jesse Garcia, Rafael Soto, Esai Morales, Cpt. Jones, Stephen Lang, Major Gavins, Jason Wong, Justin Li",Jarhead 2: Field of Fire, Released, English,51400000.0,291353534.2,US
Son of Batman,04/22/2014 ,70.0,"Animation, Action, Adventure","Batman learns he has a violent, unruly pre-teen son, secretly raised by the terrorist group known as The League of Assassins.","Jason O'Mara, Bruce Wayne / Batman (voice), Stuart Allan, Robin / Damian Wayne (voice), Thomas Gibson, Slade Wilson / Deathstroke (voice), Morena Baccarin, Talia al Ghul (voice), Giancarlo Esposito, Ra's al Ghul (voice), David McCallum, Alfred Pennyworth (voice), Xander Berkeley, Dr. Kirk Langstrom (voice), Sean Maher, Nightwing / Dick Grayson (voice), Dee Bradley Baker, Man-Bat / Joker / Man-Bat Commando (voice)",Son of Batman, Released, English,140000000.0,616925753.2,US
Blood Money,03/31/2012 ,61.0,"Drama, Action, Thriller","In South Africa, a young man living with his wife becomes embroiled in an illegal diamond business and with time finds his life changing.","Kunal Khemu, Kunal Kadam, Amrita Puri, Arzoo, Manish Choudhary, Dharmesh Zaveri / Rajan Zakaria, Mia Uyeda, Rosa",Blood Money, Released, Hindi,218000000.0,523582647.0,IN
Más respeto que soy tu madre,09/08/2022 ,70.0,Comedy,"Mirta is doing her best to navigate the social and economic crisis pummeling Argentina on the eve of the 21st century, after all, she's got an unemployed husband, three stressed-out kids, and a drug addict father-in-law to look after. As the crisis promises to boot the family from the middle class, Mirta decides to open a pizzeria that will serve slices with lots of laughs and extra drama.","Diego Peretti, Americo ""El Nonno"" Bertotti, Florencia Peña, Mirta Bertotti, Guillermo Arengo, Zacarías Bertotti, Ángela Torres, Sofía Bertotti, Agustín Battioni, ""Caio"" Bertotti, Bruno Giganti, Nacho Bertotti, Daniel Campomenosi, El Negro, Silvina Quintanilla, Aurora, Tomás Wicz, Manija",Más respeto que soy tu madre, Released," Spanish, Castilian",95240000.0,570086135.4,AR
The Birth of a Nation,02/08/1915 ,61.0,"Drama, History, War","Two families, abolitionist Northerners the Stonemans and Southern landowners the Camerons, intertwine. When Confederate colonel Ben Cameron is captured in battle, nurse Elsie Stoneman petitions for his pardon. In Reconstruction-era South Carolina, Cameron founds the Ku Klux Klan, battling Elsie's congressman father and his African-American protégé, Silas Lynch.","Lillian Gish, Stoneman's Daughter Elsie, Mae Marsh, Flora Cameron, Henry B. Walthall, Col. Ben Cameron, Miriam Cooper, Margaret Cameron, Mary Alden, Stoneman's Housekeeper Lydia, Ralph Lewis, Leader of the House Hon. Austin Stoneman, George Siegmann, Lieut. Governor Silas Lynch, Walter Long, Gus, Wallace Reid, Jeff, the Blacksmith",The Birth of a Nation, Released, English,10000000.0,16891011.0,US
Cell 211,07/26/2010 ,75.0,"Action, Thriller, Drama","The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal.","Luis Tosar, Malamadre, Alberto Ammann, Juan Oliver, Antonio Resines, José Utrilla, Carlos Bardem, Apache, Félix Cubero, Germán, Marta Etura, Elena, Luis Zahera, Releches, Vicente Romero Sánchez, Tachuela, Patxi Bisquert, Jon Arteaga", Celda 211, Released," Spanish, Castilian",5700000.0,19300483.0,AU
Ghostland,03/14/2018 ,73.0,"Horror, Mystery, Thriller","A mother of two inherits a home from her aunt. On the first night in the new home she is confronted with murderous intruders and fights for her daughters’ lives. Sixteen years later the daughters reunite at the house, and that is when things get strange . . .","Crystal Reed, Beth, Mylène Farmer, Pauline, Anastasia Phillips, Vera, Emilia Jones, Young Beth, Taylor Hickson, Young Vera, Rob Archer, Fat Man, Adam Hurtig, Beth's Husband, Alicia Johnston, Cooper, Erik Athavale, Ambulance paramedic",Ghostland, Released, English,95800000.0,750306106.4,FR
Gravity,10/03/2013 ,72.0,"Science Fiction, Thriller, Drama","Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.","Sandra Bullock, Dr. Ryan Stone, George Clooney, Lt. Matt Kowalski, Ed Harris, Mission Control (voice), Orto Ignatiussen, Aningaaq (voice), Phaldut Sharma, Shariff (voice), Amy Warren, Explorer Captain (voice), Basher Savage, Space Station Captain (voice)",Gravity, Released, English,110000000.0,685710761.0,AU
Stillwater,07/29/2021 ,67.0,"Drama, Crime, Thriller","Bill Baker, an American oil-rig roughneck from Oklahoma, travels to Marseille to visit his estranged daughter, Allison, who is in prison for a murder she claims she did not commit. Confronted with language barriers, cultural differences, and a complicated legal system, Bill builds a new life for himself in France as he makes it his personal mission to exonerate his daughter.","Matt Damon, Bill Baker, Camille Cottin, Virginie, Abigail Breslin, Allison, Lilou Siauvaud, Maya, Deanna Dunagan, Sharon, Moussa Maaskri, Dirosa, Anne Le Ny, Leparq, Idir Azougli, Akim, Naidra Ayadi, Nedjma",Stillwater, Released, English,20000000.0,19754272.0,AU
Dazed and Confused,05/27/1994 ,73.0,Comedy,"The adventures of a group of Texas teens on their last day of school in 1976, centering on student Randall Floyd, who moves easily among stoners, jocks and geeks. Floyd is a star athlete, but he also likes smoking weed, which presents a conundrum when his football coach demands he sign a ""no drugs"" pledge.","Jason London, Randall ""Pink"" Floyd, Joey Lauren Adams, Simone Kerr, Matthew McConaughey, David Wooderson, Rory Cochrane, Ron Slater, Milla Jovovich, Michelle Burroughs, Shawn Andrews, Kevin Pickford, Adam Goldberg, Mike Newhouse, Anthony Rapp, Tony Olson, Sasha Jenson, Don Dawson",Dazed and Confused, Released, English,6900000.0,7961889.0,AU
Howard the Duck,12/17/1986 ,54.0,"Comedy, Fantasy, Science Fiction",A scientific experiment unknowingly brings extraterrestrial life forms to the Earth through a laser beam. First is the cigar smoking drake Howard from the duck's planet. A few kids try to keep him from the greedy scientists and help him back to his planet. But then a much less friendly being arrives through the beam...,"Lea Thompson, Beverly Switzler, Jeffrey Jones, Dr. Walter Jenning, Tim Robbins, Phil Blumburtt, Ed Gale, Howard T. Duck, Holly Robinson Peete, K.C., Cherry Bomb, David Paymer, Larry, Scientist, Paul Guilfoyle, Lieutenant Welker, Richard Edson, Ritchie, Dominique Davalos, Cal, Cherry Bomb",Howard the Duck, Released, English,30000000.0,16295774.0,AU
StreetDance 2,03/30/2012 ,62.0,"Music, Romance, Drama","After suffering humiliation by the crew Invincible, street dancer Ash looks to gather the best dancers from around the world for a rematch.","Falk Hentschel, Ash, Sofia Boutella, Eva, George Sampson, Eddie, Stephanie Nguyen, , Delphine Nguyen, , Niek Traa, , Elisabetta Di Carlo, , Samuel Revell, , Kaito Masai, ",StreetDance 2, Released, English,126800000.0,556502850.0,GB
Simulant,06/02/2023 ,100.0,"Science Fiction, Thriller","Faye attempts to replace her newly deceased husband, Evan, with an android simulant (SIM). Although SIM Evan appears like human Evan in every way, Faye does not feel the same love for SIM Evan as it does for her. SIM Evan tries to win Faye back while at the same time being on-the-run from a government agent chasing down SIMs who have become “conscious” and could potentially be a threat to humankind.","Robbie Amell, Evan, Jordana Brewster, Faye, Simu Liu, Casey, Sam Worthington, Kessler, Alicia Sanz, Esmé, Mayko Nguyen, Michiko Higashi, Masa Lizdek, Lisa, Christine L. Nguyen, Ying Hong, Emmanuel Kabongo, Joshua", Hello Stranger, Released, English,201000000.0,1569323843.8,US
